Region,Scenario,Quantity,FuelType,Unit,2017,2018,2025,2030,2035,2040
China,CPS,CO2 Emissions,Oil,MtCO2/y,,,1516.15,1687.43,1742.84,1782.2
China,CPS,CO2 Emissions,Transport,MtCO2/y,,,1132.22,1314.37,1390.57,1454.05
China,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,527.45,628,722.66,806.77
China,CPS,CO2 Emissions,Industry,MtCO2/y,,,2659.97,2575.64,2461.98,2345.99
China,CPS,CO2 Emissions,Transport,MtCO2/y,,,1191.85,1375.52,1460.44,1539.74
China,CPS,CO2 Emissions,Buildings,MtCO2/y,,,633.76,618.58,592.43,559.91
China,CPS,Indicators,Population (million),million,,,1430.23,1436.77,1433.69,1421.96
China,CPS,Indicators,Share of World population,Percent,,,0.175,0.169,0.162,0.155
China,CPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,38020.2,47230,56396.7,65373
China,CPS,Indicators,Share of World GDP,Percent,,,0.219,0.229,0.234,0.234
China,CPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,26583.277,32872.346,39336.746,45973.867
China,CPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,20297,25157.3,29985,34704.6
China,CPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.097,0.084,0.073,0.066
China,CPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.064,0.056,0.049,0.044
China,CPS,Indicators,TPED per capita (toe),toe,,,2.58,2.749,2.88,3.012
India,CPS,Electricity generation,Total generation,TWh/y,,,2454.46,3168.89,3990.5,4874.79
India,CPS,Electricity generation,Coal,TWh/y,,,1635.92,1974.02,2394.74,2822.47
India,CPS,Electricity generation,Oil,TWh/y,,,26.43,25.12,19.81,17.53
India,CPS,Electricity generation,Natural gas,TWh/y,,,151.08,234.16,310.96,384.01
India,CPS,Electricity generation,Nuclear,TWh/y,,,65.88,105.75,163.27,215.21
India,CPS,Electricity generation,Renewables,TWh/y,,,575.15,829.84,1101.73,1435.57
India,CPS,Electricity generation,Hydro,TWh/y,,,179.99,217.52,241.08,260.71
India,CPS,Electricity generation,Bioenergy,TWh/y,,,79.33,86.01,91.81,97.27
India,CPS,Electricity generation,Wind,TWh/y,,,140.07,224.61,319.1,401.97
India,CPS,Electricity generation,Geothermal,TWh/y,,,0.03,0.32,0.65,1
India,CPS,Electricity generation,Solar PV,TWh/y,,,174.99,299.78,446.39,670.53
India,CPS,Electricity generation,CSP,TWh/y,,,0.74,1.59,2.44,3.49
India,CPS,Electricity generation,Marine,TWh/y,,,0,0,0.26,0.6
India,CPS,Capacity,Total capacity,GW,,,626,834,1090,1386
India,CPS,Capacity,Coal,GW,,,283,332,409,495
India,CPS,Capacity,Oil,GW,,,10,10,9,8
India,CPS,Capacity,Natural gas,GW,,,44,61,82,101
India,CPS,Capacity,Nuclear,GW,,,9,16,25,31
India,CPS,Capacity,Renewables,GW,,,267,390,520,680
India,CPS,Capacity,Hydro,GW,,,61,72,79,84
India,CPS,Capacity,Bioenergy,GW,,,15,17,18,19
India,CPS,Capacity,Wind,GW,,,73,108,144,172
India,CPS,Capacity,Geothermal,GW,,,0,0,0,0
India,CPS,Capacity,Solar PV,GW,,,117,193,279,404
India,CPS,Capacity,CSP,GW,,,0,1,1,1
India,CPS,Capacity,Marine,GW,,,0,0,0,0
India,CPS,CO2 Emissions,Total CO2,MtCO2/y,,,3140.42,3875.01,4690.55,5475.9
India,CPS,CO2 Emissions,Coal,MtCO2/y,,,2162.29,2651.21,3230.37,3806.81
India,CPS,CO2 Emissions,Oil,MtCO2/y,,,779.91,943,1102.52,1245.32
India,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,198.22,280.79,357.65,423.77
India,CPS,CO2 Emissions,Power sector,MtCO2/y,,,1550.69,1868.4,2247.6,2626.84
India,CPS,CO2 Emissions,Coal,MtCO2/y,,,1458.92,1746.77,2104.74,2462.97
India,CPS,CO2 Emissions,Oil,MtCO2/y,,,26.31,24.67,19.19,16.78
India,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,65.46,96.95,123.67,147.1
India,CPS,CO2 Emissions,Final consumption,MtCO2/y,,,1549.72,1959.06,2387.14,2784.9
India,CPS,CO2 Emissions,Coal,MtCO2/y,,,697.71,896.56,1115.35,1331.5
India,CPS,CO2 Emissions,Oil,MtCO2/y,,,723.14,883.63,1044.03,1184.08
India,CPS,CO2 Emissions,Transport,MtCO2/y,,,445.5,574.56,709.74,831.21
India,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,128.86,178.87,227.76,269.32
India,CPS,CO2 Emissions,Industry,MtCO2/y,,,870.65,1120,1386.39,1642
India,CPS,CO2 Emissions,Transport,MtCO2/y,,,459.09,596.49,740.73,871.1
India,CPS,CO2 Emissions,Buildings,MtCO2/y,,,173.87,192.86,208.94,220.6
India,CPS,Indicators,Population (million),million,,,1445.55,1504.21,1554.31,1593.29
India,CPS,Indicators,Share of World population,Percent,,,0.177,0.176,0.175,0.174
India,CPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,17822,24581.4,32359.1,40905
India,CPS,Indicators,Share of World GDP,Percent,,,0.103,0.119,0.134,0.146
India,CPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,12328.871,16341.734,20818.949,25673.292
India,CPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,4608.91,6356.93,8368.29,10578.3
India,CPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.069,0.061,0.055,0.05
India,CPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.046,0.041,0.037,0.033
India,CPS,Indicators,TPED per capita (toe),toe,,,0.851,0.994,1.146,1.29
Japan,CPS,Electricity generation,Total generation,TWh/y,,,1077.71,1095.23,1112.72,1129.49
Japan,CPS,Electricity generation,Coal,TWh/y,,,301.46,308.82,309.13,305.2
Japan,CPS,Electricity generation,Oil,TWh/y,,,43.18,29.57,19.47,11.66
Japan,CPS,Electricity generation,Natural gas,TWh/y,,,342.59,278.12,294.03,324.84
Japan,CPS,Electricity generation,Nuclear,TWh/y,,,117.25,190.66,188.36,173.38
Japan,CPS,Electricity generation,Renewables,TWh/y,,,252.82,267.66,281.32,294.01
Japan,CPS,Electricity generation,Hydro,TWh/y,,,90.54,92.48,94.35,96.01
Japan,CPS,Electricity generation,Bioenergy,TWh/y,,,53.88,56.48,57.69,58.29
Japan,CPS,Electricity generation,Wind,TWh/y,,,17.96,26.93,33.69,40.28
Japan,CPS,Electricity generation,Geothermal,TWh/y,,,2.94,2.98,4.41,5.76
Japan,CPS,Electricity generation,Solar PV,TWh/y,,,87.51,88.43,90.4,92.4
Japan,CPS,Electricity generation,CSP,TWh/y,,,0,0,0,0
Japan,CPS,Electricity generation,Marine,TWh/y,,,0,0.36,0.8,1.27
Japan,CPS,Capacity,Total capacity,GW,,,357,360,358,356
Japan,CPS,Capacity,Coal,GW,,,51,53,53,52
Japan,CPS,Capacity,Oil,GW,,,29,18,12,7
Japan,CPS,Capacity,Natural gas,GW,,,83,88,90,90
Japan,CPS,Capacity,Nuclear,GW,,,33,27,24,22
Japan,CPS,Capacity,Renewables,GW,,,159,169,175,180
Japan,CPS,Capacity,Hydro,GW,,,51,51,52,52
Japan,CPS,Capacity,Bioenergy,GW,,,10,11,12,12
Japan,CPS,Capacity,Wind,GW,,,8,11,14,16
Japan,CPS,Capacity,Geothermal,GW,,,1,1,1,1
Japan,CPS,Capacity,Solar PV,GW,,,89,94,97,99
Japan,CPS,Capacity,CSP,GW,,,0,0,0,0
Japan,CPS,Capacity,Marine,GW,,,0,0,0,0
Japan,CPS,CO2 Emissions,Total CO2,MtCO2/y,,,936,868.11,830.33,804.55
Japan,CPS,CO2 Emissions,Coal,MtCO2/y,,,389.42,384.02,372.24,358.37
Japan,CPS,CO2 Emissions,Oil,MtCO2/y,,,340.03,302.06,268.8,245.07
Japan,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,206.55,182.03,189.3,201.11
Japan,CPS,CO2 Emissions,Power sector,MtCO2/y,,,423.73,390.56,385.13,383.33
Japan,CPS,CO2 Emissions,Coal,MtCO2/y,,,269.21,273.06,270.18,264.21
Japan,CPS,CO2 Emissions,Oil,MtCO2/y,,,27.19,18.32,11.95,7.13
Japan,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,127.33,99.18,103,112
Japan,CPS,CO2 Emissions,Final consumption,MtCO2/y,,,482.54,450.52,420.56,398.23
Japan,CPS,CO2 Emissions,Coal,MtCO2/y,,,102.74,94.62,86.88,80.02
Japan,CPS,CO2 Emissions,Oil,MtCO2/y,,,302.94,275.39,249.77,231.57
Japan,CPS,CO2 Emissions,Transport,MtCO2/y,,,171.2,155.54,142.07,135.2
Japan,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,76.85,80.51,83.92,86.64
Japan,CPS,CO2 Emissions,Industry,MtCO2/y,,,186.76,173.52,160.24,148.33
Japan,CPS,CO2 Emissions,Transport,MtCO2/y,,,171.26,155.67,142.32,135.58
Japan,CPS,CO2 Emissions,Buildings,MtCO2/y,,,110.71,107.78,104.75,101.47
Japan,CPS,Indicators,Population (million),million,,,123.223,120.024,116.454,112.668
Japan,CPS,Indicators,Share of World population,Percent,,,0.015,0.014,0.013,0.012
Japan,CPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,5829.68,6048.76,6281.4,6486.77
Japan,CPS,Indicators,Share of World GDP,Percent,,,0.034,0.029,0.026,0.023
Japan,CPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,47309.999,50396.254,53938.894,57574.2
Japan,CPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,5180.99,5375.69,5582.44,5764.95
Japan,CPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.07,0.066,0.062,0.058
Japan,CPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.048,0.044,0.041,0.039
Japan,CPS,Indicators,TPED per capita (toe),toe,,,3.302,3.325,3.316,3.322
Southeast Asia,CPS,Electricity generation,Total generation,TWh/y,,,1422.82,1725.79,2052.47,2403.81
Southeast Asia,CPS,Electricity generation,Coal,TWh/y,,,618.08,788.42,983.18,1205.2
Southeast Asia,CPS,Electricity generation,Oil,TWh/y,,,19.44,19.87,19.33,15.91
Southeast Asia,CPS,Electricity generation,Natural gas,TWh/y,,,488.98,540.94,605.44,661.23
Southeast Asia,CPS,Electricity generation,Nuclear,TWh/y,,,0,0,0,11.84
Southeast Asia,CPS,Electricity generation,Renewables,TWh/y,,,296.32,376.56,444.52,509.62
Southeast Asia,CPS,Electricity generation,Hydro,TWh/y,,,188.63,237.07,268.82,292.83
Southeast Asia,CPS,Electricity generation,Bioenergy,TWh/y,,,38.16,48.62,61.39,78.4
Southeast Asia,CPS,Electricity generation,Wind,TWh/y,,,11.6,17.37,22.93,28.83
Southeast Asia,CPS,Electricity generation,Geothermal,TWh/y,,,35.64,44.33,52.56,60.58
Southeast Asia,CPS,Electricity generation,Solar PV,TWh/y,,,22.25,29.13,38.78,48.94
Southeast Asia,CPS,Electricity generation,CSP,TWh/y,,,0,0,0,0
Southeast Asia,CPS,Electricity generation,Marine,TWh/y,,,0.04,0.04,0.04,0.04
Southeast Asia,CPS,Capacity,Total capacity,GW,,,354,418,493,575
Southeast Asia,CPS,Capacity,Coal,GW,,,111,136,167,206
Southeast Asia,CPS,Capacity,Oil,GW,,,23,21,19,13
Southeast Asia,CPS,Capacity,Natural gas,GW,,,120,134,156,178
Southeast Asia,CPS,Capacity,Nuclear,GW,,,0,0,0,2
Southeast Asia,CPS,Capacity,Renewables,GW,,,98,123,144,162
Southeast Asia,CPS,Capacity,Hydro,GW,,,59,74,83,90
Southeast Asia,CPS,Capacity,Bioenergy,GW,,,11,13,14,16
Southeast Asia,CPS,Capacity,Wind,GW,,,5,8,10,12
Southeast Asia,CPS,Capacity,Geothermal,GW,,,5,7,8,9
Southeast Asia,CPS,Capacity,Solar PV,GW,,,17,22,29,36
Southeast Asia,CPS,Capacity,CSP,GW,,,0,0,0,0
Southeast Asia,CPS,Capacity,Marine,GW,,,0,0,0,0
Southeast Asia,CPS,CO2 Emissions,Total CO2,MtCO2/y,,,1821.59,2116.96,2420.58,2718.36
Southeast Asia,CPS,CO2 Emissions,Coal,MtCO2/y,,,781.6,961.38,1152.37,1358.42
Southeast Asia,CPS,CO2 Emissions,Oil,MtCO2/y,,,698.48,764.62,819.1,861.11
Southeast Asia,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,341.52,390.96,449.11,498.83
Southeast Asia,CPS,CO2 Emissions,Power sector,MtCO2/y,,,810.41,981.22,1169.58,1363.47
Southeast Asia,CPS,CO2 Emissions,Coal,MtCO2/y,,,587.05,739.46,906.97,1092.54
Southeast Asia,CPS,CO2 Emissions,Oil,MtCO2/y,,,16.4,17.31,17.14,14.23
Southeast Asia,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,206.96,224.45,245.48,256.7
Southeast Asia,CPS,CO2 Emissions,Final consumption,MtCO2/y,,,953.57,1071.38,1177.98,1273.99
Southeast Asia,CPS,CO2 Emissions,Coal,MtCO2/y,,,194.55,221.92,245.41,265.88
Southeast Asia,CPS,CO2 Emissions,Oil,MtCO2/y,,,660.85,721.94,773.22,815.6
Southeast Asia,CPS,CO2 Emissions,Transport,MtCO2/y,,,471.97,522.45,567.03,604.91
Southeast Asia,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,98.18,127.52,159.35,192.5
Southeast Asia,CPS,CO2 Emissions,Industry,MtCO2/y,,,365.98,420.78,470.47,517.6
Southeast Asia,CPS,CO2 Emissions,Transport,MtCO2/y,,,479,531.53,578.78,619.18
Southeast Asia,CPS,CO2 Emissions,Buildings,MtCO2/y,,,78.41,85.99,92.94,98.81
Southeast Asia,CPS,Indicators,Population (million),million,,,698.536,725.906,748.994,767.628
Southeast Asia,CPS,Indicators,Share of World population,Percent,,,0.086,0.085,0.084,0.084
Southeast Asia,CPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,12122.56,15236.87,18579.85,22019.67
Southeast Asia,CPS,Indicators,Share of World GDP,Percent,,,0.07,0.074,0.077,0.079
Southeast Asia,CPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,17354.238,20990.142,24806.407,28685.34
Southeast Asia,CPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,4099.22,5144.43,6260.26,7404.43
Southeast Asia,CPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.07,0.063,0.058,0.054
Southeast Asia,CPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.049,0.044,0.039,0.036
Southeast Asia,CPS,Indicators,TPED per capita (toe),toe,,,1.223,1.331,1.44,1.544
OECD,CPS,Electricity generation,Total generation,TWh/y,,,11819.39,12260.91,12723.08,13226.35
OECD,CPS,Electricity generation,Coal,TWh/y,,,2424.14,2326.39,2174.45,2086.76
OECD,CPS,Electricity generation,Oil,TWh/y,,,113.31,85.5,65.97,47.65
OECD,CPS,Electricity generation,Natural gas,TWh/y,,,3297.31,3375.11,3597.06,3772.87
OECD,CPS,Electricity generation,Nuclear,TWh/y,,,1870.85,1828.39,1726.38,1676.06
OECD,CPS,Electricity generation,Renewables,TWh/y,,,4085.81,4617.53,5131.24,5615.02
OECD,CPS,Electricity generation,Hydro,TWh/y,,,1576.04,1627.14,1671.98,1712.9
OECD,CPS,Electricity generation,Bioenergy,TWh/y,,,465.13,500.55,533.13,561.95
OECD,CPS,Electricity generation,Wind,TWh/y,,,1273.52,1534.36,1794.2,2009.79
OECD,CPS,Electricity generation,Geothermal,TWh/y,,,69.97,82.8,97.7,111.4
OECD,CPS,Electricity generation,Solar PV,TWh/y,,,687.43,848.49,994.89,1154.83
OECD,CPS,Electricity generation,CSP,TWh/y,,,11.99,17.26,24.88,38.46
OECD,CPS,Electricity generation,Marine,TWh/y,,,1.74,6.92,14.46,25.68
OECD,CPS,Capacity,Total capacity,GW,,,3588,3820,4034,4241
OECD,CPS,Capacity,Coal,GW,,,489,457,420,406
OECD,CPS,Capacity,Oil,GW,,,104,82,67,54
OECD,CPS,Capacity,Natural gas,GW,,,1062,1152,1250,1319
OECD,CPS,Capacity,Nuclear,GW,,,272,248,229,223
OECD,CPS,Capacity,Renewables,GW,,,1633,1832,1998,2145
OECD,CPS,Capacity,Hydro,GW,,,511,523,533,542
OECD,CPS,Capacity,Bioenergy,GW,,,97,102,107,111
OECD,CPS,Capacity,Wind,GW,,,469,541,598,636
OECD,CPS,Capacity,Geothermal,GW,,,11,12,14,16
OECD,CPS,Capacity,Solar PV,GW,,,540,645,731,818
OECD,CPS,Capacity,CSP,GW,,,5,6,8,11
OECD,CPS,Capacity,Marine,GW,,,1,3,6,10
OECD,CPS,CO2 Emissions,Total CO2,MtCO2/y,,,10942.46,10680.43,10432.44,10291.72
OECD,CPS,CO2 Emissions,Coal,MtCO2/y,,,2823.16,2675.26,2465.45,2334.28
OECD,CPS,CO2 Emissions,Oil,MtCO2/y,,,4534.8,4343.05,4170.07,4056.06
OECD,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,3584.5,3662.12,3796.92,3901.38
OECD,CPS,CO2 Emissions,Power sector,MtCO2/y,,,3691.66,3547.36,3410.31,3334.13
OECD,CPS,CO2 Emissions,Coal,MtCO2/y,,,2290.67,2165.8,1979.24,1866.52
OECD,CPS,CO2 Emissions,Oil,MtCO2/y,,,83.3,62.36,49.01,37.47
OECD,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,1317.7,1319.19,1382.06,1430.14
OECD,CPS,CO2 Emissions,Final consumption,MtCO2/y,,,6416.37,6272.4,6128.28,6031.46
OECD,CPS,CO2 Emissions,Coal,MtCO2/y,,,428.08,405.89,384.41,367.42
OECD,CPS,CO2 Emissions,Oil,MtCO2/y,,,4161.04,3994.59,3834.27,3723.94
OECD,CPS,CO2 Emissions,Transport,MtCO2/y,,,3401.51,3286.71,3180.7,3118.37
OECD,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,1827.25,1871.92,1909.6,1940.1
OECD,CPS,CO2 Emissions,Industry,MtCO2/y,,,1382.79,1371.37,1353.44,1340.95
OECD,CPS,CO2 Emissions,Transport,MtCO2/y,,,3472.42,3369.15,3277.62,3226.66
OECD,CPS,CO2 Emissions,Buildings,MtCO2/y,,,1396.98,1369.46,1337.41,1307.35
OECD,CPS,Indicators,Population (million),million,,,1334.366,1352.288,1367.811,1378.693
OECD,CPS,Indicators,Share of World population,Percent,,,0.164,0.159,0.154,0.15
OECD,CPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,66956.422,73116.059,79686.691,86843.217
OECD,CPS,Indicators,Share of World GDP,Percent,,,0.386,0.355,0.33,0.311
OECD,CPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,50178.457,54068.412,58258.567,62989.507
OECD,CPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,59165.589,64472.564,70159.32,76388.366
OECD,CPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.082,0.075,0.068,0.063
OECD,CPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.058,0.053,0.049,0.045
OECD,CPS,Indicators,TPED per capita (toe),toe,,,4.09,4.032,3.987,3.976
NonOECD,CPS,Electricity generation,Total generation,TWh/y,,,19519.82,22727.07,26077.93,29597.18
NonOECD,CPS,Electricity generation,Coal,TWh/y,,,8416.37,9137.86,9933.32,10836.29
NonOECD,CPS,Electricity generation,Oil,TWh/y,,,648.48,583.59,564.27,555.48
NonOECD,CPS,Electricity generation,Natural gas,TWh/y,,,3826.94,4710.42,5522.56,6412.66
NonOECD,CPS,Electricity generation,Nuclear,TWh/y,,,966.97,1283.27,1654.8,1920.74
NonOECD,CPS,Electricity generation,Renewables,TWh/y,,,5658.99,7009.88,8400.91,9869.95
NonOECD,CPS,Electricity generation,Hydro,TWh/y,,,3167.55,3543.39,3890,4209.92
NonOECD,CPS,Electricity generation,Bioenergy,TWh/y,,,433.73,521.2,602.61,694.2
NonOECD,CPS,Electricity generation,Wind,TWh/y,,,1035.24,1420.81,1838.21,2248.57
NonOECD,CPS,Electricity generation,Geothermal,TWh/y,,,53.37,78.25,109.94,146.17
NonOECD,CPS,Electricity generation,Solar PV,TWh/y,,,955.11,1416.86,1912.33,2503.45
NonOECD,CPS,Electricity generation,CSP,TWh/y,,,13.93,29.12,46.73,65.6
NonOECD,CPS,Electricity generation,Marine,TWh/y,,,0.07,0.25,1.08,2.04
NonOECD,CPS,Capacity,Total capacity,GW,,,5417,6374,7380,8418
NonOECD,CPS,Capacity,Coal,GW,,,1715,1859,2035,2224
NonOECD,CPS,Capacity,Oil,GW,,,250,230,222,214
NonOECD,CPS,Capacity,Natural gas,GW,,,1068,1235,1402,1589
NonOECD,CPS,Capacity,Nuclear,GW,,,144,187,235,266
NonOECD,CPS,Capacity,Renewables,GW,,,2202,2785,3361,3942
NonOECD,CPS,Capacity,Hydro,GW,,,926,1032,1127,1216
NonOECD,CPS,Capacity,Bioenergy,GW,,,94,109,122,136
NonOECD,CPS,Capacity,Wind,GW,,,468,621,770,901
NonOECD,CPS,Capacity,Geothermal,GW,,,8,12,16,22
NonOECD,CPS,Capacity,Solar PV,GW,,,700,1002,1309,1647
NonOECD,CPS,Capacity,CSP,GW,,,5,10,15,21
NonOECD,CPS,Capacity,Marine,GW,,,0,0,0,1
NonOECD,CPS,CO2 Emissions,Total CO2,MtCO2/y,,,23079.97,24981.91,26898.12,28883.27
NonOECD,CPS,CO2 Emissions,Coal,MtCO2/y,,,12293.08,12872.27,13526.04,14274.97
NonOECD,CPS,CO2 Emissions,Oil,MtCO2/y,,,6274.2,6863.27,7407.31,7913.65
NonOECD,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,4512.69,5246.37,5964.77,6694.66
NonOECD,CPS,CO2 Emissions,Power sector,MtCO2/y,,,10624.52,11403.5,12277.29,13260.35
NonOECD,CPS,CO2 Emissions,Coal,MtCO2/y,,,8129,8672.89,9272.58,9946.44
NonOECD,CPS,CO2 Emissions,Oil,MtCO2/y,,,558.82,492.18,469.27,459.75
NonOECD,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,1936.7,2238.43,2535.44,2854.16
NonOECD,CPS,CO2 Emissions,Final consumption,MtCO2/y,,,11458.39,12517.88,13496.03,14402.45
NonOECD,CPS,CO2 Emissions,Coal,MtCO2/y,,,3976.7,4035.19,4096.23,4171.91
NonOECD,CPS,CO2 Emissions,Oil,MtCO2/y,,,5411.56,6051.69,6596.45,7095.58
NonOECD,CPS,CO2 Emissions,Transport,MtCO2/y,,,3871.08,4447.78,4942.25,5395.15
NonOECD,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,2070.13,2431,2803.34,3134.96
NonOECD,CPS,CO2 Emissions,Industry,MtCO2/y,,,5245.24,5575.27,5904.36,6231.84
NonOECD,CPS,CO2 Emissions,Transport,MtCO2/y,,,4102.42,4701.15,5232.08,5730.07
NonOECD,CPS,CO2 Emissions,Buildings,MtCO2/y,,,1781.87,1900.15,2010.2,2085.33
NonOECD,CPS,Indicators,Population (million),million,,,6821.216,7168.009,7492.304,7793.759
NonOECD,CPS,Indicators,Share of World population,Percent,,,0.836,0.841,0.846,0.85
NonOECD,CPS,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",,,106326.26,132725.39,161777.32,192607.35
NonOECD,CPS,Indicators,Share of World GDP,Percent,,,0.614,0.645,0.67,0.689
NonOECD,CPS,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",,,15587.58,18516.354,21592.465,24713.023
NonOECD,CPS,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",,,44722.426,55272.864,66715.089,78709.104
NonOECD,CPS,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.093,0.082,0.074,0.068
NonOECD,CPS,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",,,0.064,0.057,0.051,0.046
NonOECD,CPS,Indicators,TPED per capita (toe),toe,,,1.454,1.528,1.599,1.668
Developing,CPS,Electricity generation,Total generation,TWh/y,,,19384.44,22588.39,25935.89,29451.12
Developing,CPS,Electricity generation,Coal,TWh/y,,,8378.03,9113.02,9912.38,10819.85
Developing,CPS,Electricity generation,Oil,TWh/y,,,645.56,581.42,562.38,554.11
Developing,CPS,Electricity generation,Natural gas,TWh/y,,,3810.25,4693.05,5503.96,6391.1
Developing,CPS,Electricity generation,Nuclear,TWh/y,,,939.48,1244.39,1614.25,1878.51
Developing,CPS,Electricity generation,Renewables,TWh/y,,,5609.1,6954.48,8340.9,9805.52
Developing,CPS,Electricity generation,Hydro,TWh/y,,,3138.29,3511.75,3857.87,4177.3
Developing,CPS,Electricity generation,Bioenergy,TWh/y,,,430.82,517.68,598.18,688.63
Developing,CPS,Electricity generation,Wind,TWh/y,,,1022.57,1406.23,1820.91,2228.97
Developing,CPS,Electricity generation,Geothermal,TWh/y,,,53.29,78.06,109.63,145.73
Developing,CPS,Electricity generation,Solar PV,TWh/y,,,950.13,1411.39,1906.49,2497.24
Developing,CPS,Electricity generation,CSP,TWh/y,,,13.93,29.12,46.73,65.6
Developing,CPS,Electricity generation,Marine,TWh/y,,,0.07,0.25,1.08,2.04
Developing,CPS,Capacity,Total capacity,GW,,,5369,6325,7330,8367
Developing,CPS,Capacity,Coal,GW,,,1703,1850,2027,2218
Developing,CPS,Capacity,Oil,GW,,,247,228,220,212
Developing,CPS,Capacity,Natural gas,GW,,,1060,1227,1393,1579
Developing,CPS,Capacity,Nuclear,GW,,,140,183,230,261
Developing,CPS,Capacity,Renewables,GW,,,2180,2762,3336,3916
Developing,CPS,Capacity,Hydro,GW,,,913,1019,1114,1203
Developing,CPS,Capacity,Bioenergy,GW,,,94,108,121,135
Developing,CPS,Capacity,Wind,GW,,,463,615,763,893
Developing,CPS,Capacity,Geothermal,GW,,,8,12,16,21
Developing,CPS,Capacity,Solar PV,GW,,,696,998,1305,1643
Developing,CPS,Capacity,CSP,GW,,,5,10,15,21
Developing,CPS,Capacity,Marine,GW,,,0,0,0,1
Developing,CPS,CO2 Emissions,Total CO2,MtCO2/y,,,22946.73,24864.19,26785.85,28775.83
Developing,CPS,CO2 Emissions,Coal,MtCO2/y,,,12242.56,12836.74,13495,14249.3
Developing,CPS,CO2 Emissions,Oil,MtCO2/y,,,6222.12,6811.98,7357.7,7864.92
Developing,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,4482.05,5215.47,5933.16,6661.62
Developing,CPS,CO2 Emissions,Power sector,MtCO2/y,,,10568.19,11363.06,12241.48,13229.61
Developing,CPS,CO2 Emissions,Coal,MtCO2/y,,,8085.19,8644.1,9248.35,9927.62
Developing,CPS,CO2 Emissions,Oil,MtCO2/y,,,556.12,490.07,467.44,458.45
Developing,CPS,CO2 Emissions,Natural gas,MtCO2/y,,,1926.88,2228.88,2525.69,2843.54
Developing,CPS,CO2 Emissions,Final consumption,MtCO2/y,,,11387.18,12445.87,13424.58,14330.85
Developing,CPS,CO2 Emissions,Coal,MtCO2/y,,,3969.99,4028.44,4089.43,4165.06
Developing,CPS,CO2 Emissions,Oil,MtCO2/y,,,5366.24,6006.33,6552.2,7051.71
Developing,CPS,CO2 Emissions,Transport,MtCO2/y,,,3835.62,4411.39,4906.31,5359.09
